"Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","From.Month","From.Year","To","To.Month","To.Year","Diff.Days","Start.Av.Weight","End.Av.Weight","Period.Av.Weight","Av.Weight.Change","Model.End.Av.Wt.Act.Feed","Av.Wt.Deviation.Perc","Av.Wt.Before.Sampl","Model.End.Av.Wt.Sugg.Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation.Perc","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer.Minus.Kg","Transfer.Plus.Kg","Biomass.Produced","Biomass.Produced.Before.Sampl","Biol.FCR.Period","Econ.FCR.Period","Econ.FCR.Period.Before.Sampl","Mortality.No","LTD.Mortality.Kg","Model.Mortality.No","Mortality.Deviation.Perc","Mortality.Perc","SFR.Period.Perc","SFR.Period.Perc.Before.Sampl","SGR.Period.Perc","FCR.bio.*.SGR","Growth.Per.Day","TGC.Period","Avg.Temp","Av.Oxygene","Period.Day.Degrees","Start.Av.Weight.Category","End.Av.Weight.Category","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate.Kg.Per.Hour","Fastings.No","Transfer.Minus.No","Transfer.Plus.No","Harvest.No","Sampling.No","LTD.Econ.FCR","LTD.Mortality.No","LTD.Mortality.Perc","LTD.Adjustment.No","LTD.Adjustment.Perc","LTD.Adjustment.&.Mortality.No","LTD.Adjustment.&.Mortality.Perc"
"Γαλαξίδι","Ανεμοκάμπι","530","1509 T15 G.BS8","Τσιπούρα",2.27,2.78,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","September",2015-12-16,"December","2015",2015-12-31,"December","2015",15,18.81,23,20.91,4.19,21.76,5.7,21.8,21.78,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1390,1398.71,0.62,290215,5458.94,290125,6672.88,0,0,0,1213.93,865.78,1.14,1.15,1.61,90,186.31,32,-181.25,0.03,1.53,1.58,1.34,1.53,0.28,0.72,16.25,0,256,"A. <50","A. <50",815,1.61,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.42,9875,3.29,0,0,9875,3.29
"Γαλαξίδι","Ανεμοκάμπι","530","1509 T15 G.BS8","Τσιπούρα",2.78,3.26,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","September",2015-12-31,"December","2015",2016-01-31,"January","2016",31,23,27,25,4,27.48,-1.75,27.24,27.91,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2665,2842.88,6.26,290125,6672.88,290095,7832.56,0,0,0,1159.69,1229.31,2.3,2.3,2.17,30,187.03,64,53.12,0.01,1.19,1.18,0.52,1.19,0.13,0.33,14.7,0,475,"A. <50","A. <50",2290,1.61,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.55,9905,3.3,0,0,9905,3.3
"Γαλαξίδι","Ανεμοκάμπι","530","1509 T15 G.BS8","Τσιπούρα",3.26,4.35,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","September",2016-01-31,"January","2016",2016-02-29,"February","2016",29,27,36,31.5,9,30.74,17.11,30.39,30.48,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2750,2496.74,-10.14,290095,7832.56,290015,10440.54,0,0,0,2607.97,980.99,1.05,1.05,2.8,80,189.31,60,-33.33,0.03,1.05,1.14,0.99,1.04,0.31,0.71,14.17,0,425,"A. <50","A. <50",2515,1.61,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.42,9985,3.33,0,0,9985,3.33
"Γαλαξίδι","Ανεμοκάμπι","530","1509 T15 G.BS8","Τσιπούρα",4.35,4.99,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","September",2016-02-29,"February","2016",2016-03-16,"March","2016",16,36,41.29,38.64,5.29,39.05,5.74,37.7,39.35,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1970,2129.36,7.48,290015,10440.54,289985,11973.48,0,0,0,1532.94,491.89,1.28,1.29,4,30,190.42,34,11.76,0.01,1.1,1.15,0.86,1.1,0.33,0.61,14.91,0,252,"A. <50","A. <50",1175,1.61,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.38,10015,3.34,0,0,10015,3.34
"Γαλαξίδι","Ανεμοκάμπι","530","1509 T15 G.BS8","Τσιπούρα",2.2,2.5,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","September",2016-03-31,"March","2016",2016-04-30,"April","2016",30,44,50,47,6,51.06,-2.08,50.11,53.88,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1610,2208.53,27.1,119935,5277.14,119835,5991.75,0,0,0,714.61,727.79,2.24,2.25,2.21,100,85.29,31,-222.58,0.08,0.95,0.95,0.43,0.96,0.2,0.31,16.1,0,501,"A. <50","B. 50-100",645,1.61,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.55,4284.73,3.45,0,0,4284.73,3.45
"Γαλαξίδι","Ανεμοκάμπι","540","1404 Λ03 D2.GL2","Λαβράκι",0.62,0.99,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-05-07,"May","2014",2014-05-31,"May","2014",24,5.01,8,6.5,2.99,7.98,0.25,8,7.26,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1160,858.1,-35.18,247920,1242.08,247275,1978.2,0,0,0,736.12,736.12,1.57,1.58,1.58,645,39.5,75,-760,0.26,3.06,3.06,1.95,3.06,0.12,0.7,16.36,0,411,"A. <50","A. <50",1160,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.89,10725,4.16,0,0,10725,4.16
"Γαλαξίδι","Ανεμοκάμπι","540","1404 Λ03 D2.GL2","Λαβράκι",0.79,1.21,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-06-13,"June","2014",2014-06-30,"June","2014",17,11.09,17,14.04,5.91,17.25,-1.45,17.28,18.31,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",905,1070.53,15.46,142865,1584.37,142460,2421.82,0,0,0,837.45,877.34,1.07,1.08,1.03,405,51.62,18,-2150,0.28,2.7,2.67,2.51,2.69,0.35,0.87,21.81,0,391,"A. <50","A. <50",905,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.35,9508.97,6.26,0,0,9508.97,6.26
"Γαλαξίδι","Ανεμοκάμπι","540","1404 Λ03 D2.GL2","Λαβράκι",1.21,1.51,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-06-30,"June","2014",2014-07-14,"July","2014",14,17,21.21,19.11,4.21,23.44,-9.51,22.62,25.94,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",965,1330.25,27.46,142460,2421.82,142440,3021.15,0,0,0,599.33,800.17,1.61,1.61,1.21,20,51.96,15,-33.33,0.01,2.54,2.46,1.58,2.54,0.3,0.58,22.6,0,341,"A. <50","A. <50",540,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.36,9528.97,6.27,0,0,9528.97,6.27
"Γαλαξίδι","Ανεμοκάμπι","540","1404 Λ03 D2.GL2","Λαβράκι",1.51,2.14,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-07-14,"July","2014",2014-07-31,"July","2014",17,21.21,30,25.61,8.79,30.05,-0.17,30.06,34.14,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1325,1947.52,31.96,142440,3021.15,142385,4271.55,0,0,0,1250.4,1258.94,1.06,1.06,1.05,55,53.49,18,-205.56,0.04,2.16,2.16,2.04,2.16,0.52,0.81,23.29,0,420,"A. <50","A. <50",1175,1.61,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.26,9583.97,6.31,0,0,9583.97,6.31
"Γαλαξίδι","Ανεμοκάμπι","540","1404 Λ03 D2.GL2","Λαβράκι",2.14,3.33,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-07-31,"July","2014",2014-08-31,"August","2014",31,30,47,38.5,17,48.37,-2.83,41.08,57.2,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2785,4170.96,33.23,142385,4271.55,141905,6669.53,0,0,0,2397.99,1557.91,1.15,1.16,1.79,480,68.75,32,-1400,0.34,1.67,1.79,1.45,1.67,0.55,0.62,25.23,0,808,"A. <50","A. <50",2010,1.61,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.21,10063.97,6.62,0,0,10063.97,6.62
"Γαλαξίδι","Ανεμοκάμπι","564-1","1405 T07 D2.GT1.1","Τσιπούρα",0.18,3.43,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","May",2014-09-11,"September","2014",2014-09-30,"September","2014",19,25,41,33,16,44.82,-8.52,44.1,38.98,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",4195,2719.02,-54.28,17553,438.82,200969,8239.73,0,0,4588.9,3212,3835.01,1.3,1.31,1.09,140,105.94,18,-677.78,0.8,20.16,17.3,2.6,3.39,0.84,1.08,24.48,0,487,"A. <50","A. <50",4195,1.61,"Χέρια (Β)","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,5,0,1,1.74,4957.74,2.41,-149.62,-0.07,4808.12,2.34
"Γαλαξίδι","Ανεμοκάμπι","564-1","1405 T07 D2.GT1.1","Τσιπούρα",3.68,5.85,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","May",2014-10-09,"October","2014",2014-10-31,"October","2014",22,43.95,70,56.98,26.05,68.64,1.98,68.64,61.36,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",6125,4254.19,-43.98,200864,8827.97,200729,14051.03,0,0,0,5223.06,4950.07,1.17,1.17,1.24,170,119.13,23,-639.13,0.08,2.48,2.5,2.12,2.48,1.18,1.18,21.83,0,503,"A. <50","B. 50-100",3775,1.61,"Χέρια (Β)","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.6,5197.74,2.53,-149.62,-0.07,5048.12,2.45
"Γαλαξίδι","Ανεμοκάμπι","564-1","1405 T07 D2.GT1.1","Τσιπούρα",5.85,6.24,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","May",2014-10-31,"October","2014",2014-11-11,"November","2014",11,70,74.65,72.33,4.65,80.98,-7.82,78.78,78.41,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3250,2476.85,-31.22,200729,14051.03,200674,14980.31,0,0,0,929.28,1758.07,3.48,3.5,1.85,55,122.46,12,-358.33,0.03,2.04,1.98,0.58,2.02,0.42,0.38,19.79,0,238,"B. 50-100","B. 50-100",1700,1.24,"Χέρια (Β)","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.69,5242.74,2.55,-149.62,-0.07,5093.12,2.48
"Γαλαξίδι","Ανεμοκάμπι","564-1","1405 T07 D2.GT1.1","Τσιπούρα",6.24,7.44,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","May",2014-11-11,"November","2014",2014-11-30,"November","2014",19,74.65,89,81.83,14.35,90.16,-1.29,90.17,86.93,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",5125,4032.11,-27.1,200674,14980.31,200639,17856.87,0,0,0,2876.56,3111.3,1.78,1.78,1.65,45,126.1,20,-125,0.02,1.65,1.64,0.93,1.65,0.76,0.67,18.82,0,377,"B. 50-100","B. 50-100",3125,1.24,"Χέρια (Β)","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.7,5287.74,2.57,-149.62,-0.07,5138.12,2.5
"Γαλαξίδι","Ανεμοκάμπι","432","1210 T15 FMD","Τσιπούρα",0.5,1.08,"FMD - Ferme Marine De Douuhet",NA,"2012","October",2012-10-18,"October","2012",2012-10-31,"October","2012",13,2.76,6,4.38,3.24,5.69,5.45,5.62,5.5,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",510,475.69,-7.21,2e+05,552,198735,1192.41,0,0,0,640.41,564.89,0.79,0.8,0.9,1265,3.68,14,-8935.71,0.63,4.72,4.89,5.97,4.73,0.25,1.27,23.21,0,327,"A. <50","A. <50",510,2.06,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,1,0.8,1265,0.63,0,0,1265,0.63
"Γαλαξίδι","Ανεμοκάμπι","515-1","1503 T04 GT1.02","Τσιπούρα",0.14,0.45,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","March",2015-03-31,"March","2015",2015-04-30,"April","2015",30,1.5,4,2.75,2.5,4.81,-16.84,4.96,2.07,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",826,152.29,-442.4,134000,201,156400,625.6,0,0,37.8,386.8,536.94,2.13,2.14,1.54,100,0.23,31,-222.58,0.07,8.08,6.93,3.27,6.98,0.08,0.98,14.53,0,450,"A. <50","A. <50",613,2.17,"β","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,2,2,100,0.06,0,0,100,0.06
"Γαλαξίδι","Ανεμοκάμπι","515-1","1503 T04 GT1.02","Τσιπούρα",0.66,0.81,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","March",2015-05-31,"May","2015",2015-06-23,"June","2015",23,6,10.61,8.3,4.61,13.84,-23.34,13.25,12.24,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1175,924.55,-27.09,154580,927.48,152100,1613.78,0,0,0,686.3,1087.85,1.67,1.71,1.08,2480,29.11,24,-10233.33,1.6,4.12,3.64,2.48,4.14,0.2,0.77,20.5,0,494,"A. <50","A. <50",710,1.93,"β","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,2.62,4400,2.81,0,0,4400,2.81
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",5.49,6.44,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2015-11-30,"November","2015",2015-12-31,"December","2015",31,150,176,163,26,176.31,-0.18,175.38,165.54,"IRIDA Plus 4,5mm","IRIDA PLUS","ΙΡΙΔΑ Α.Ε.",140,82.03,-70.67,2196,329.4,2196,386.5,0,0,0,57.1,55.73,2.45,2.45,2.51,0,0.68,0,0,0,1.26,1.27,0.52,1.28,0.84,0.54,16.88,0,536,"C. 100-200","C. 100-200",68,1.1,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,0,0,0,0,2,1.68,51.74,2.09,0,0,51.74,2.09
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",5.22,5.47,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2016-01-15,"January","2016",2016-01-31,"January","2016",16,142.99,150,146.5,7.01,149.47,0.35,149.51,146.16,"IRIDA Plus 4,5mm","IRIDA PLUS","ΙΡΙΔΑ Α.Ε.",55,26.47,-107.79,2191,313.29,2188,328.2,0,0,0,14.91,13.84,3.58,3.69,3.97,3,2,0,0,0.14,1.07,1.07,0.3,1.07,0.44,0.35,14.18,0,241,"C. 100-200","C. 100-200",54,1.15,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,0,0,0,0,2,2.34,59.74,2.41,0,0,59.74,2.41
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",5.47,6.12,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2016-01-31,"January","2016",2016-02-29,"February","2016",29,150,168,159,18,157.52,6.65,156.68,155.88,"IRIDA Active II 4,5mm","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",64,49.07,-30.44,2188,328.2,2187,367.42,0,0,0,39.22,14.46,1.63,1.63,4.43,1,2.15,0,0,0.05,0.64,0.66,0.39,0.63,0.62,0.48,14.17,0,425,"C. 100-200","C. 100-200",58,1.1,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,0,0,0,0,2,2.25,60.74,2.45,0,0,60.74,2.45
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",6.12,6.24,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2016-02-29,"February","2016",2016-03-10,"March","2016",10,168,171.13,169.56,3.13,172.36,-0.71,170.71,171.91,"IRIDA Active III  4,5mm ( V )","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",29,25.47,-13.86,2187,367.42,2187,374.26,0,0,0,6.85,5.93,4.24,4.24,4.89,0,2.15,0,0,0,0.78,0.78,0.18,0.76,0.31,0.21,14.95,0,164,"C. 100-200","C. 100-200",27,1.17,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,2,0,0,0,2,2.29,60.74,2.45,0,0,60.74,2.45
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",6.24,6.93,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2016-03-10,"March","2016",2016-03-31,"March","2016",21,171.13,190,180.56,18.87,174.66,8.78,174.35,178.61,"IRIDA Active III  4,5mm ( V )","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",24,50.35,52.33,2187,374.26,2187,415.53,0,0,0,41.27,7.04,0.58,0.58,3.41,0,2.15,0,0,0,0.29,0.3,0.5,0.29,0.9,0.61,14.86,0,325,"C. 100-200","C. 100-200",15,1.17,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,3,0,0,0,2,2.11,60.74,2.45,0,0,60.74,2.45
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",6.93,7.26,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2016-03-31,"March","2016",2016-04-12,"April","2016",12,190,199.15,194.57,9.15,196.56,1.32,194,196.2,"IRIDA Active III  4,5mm ( V )","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",38,36.26,-4.81,2187,415.53,2187,435.54,0,0,0,20.01,8.75,1.9,1.9,4.34,0,2.15,0,0,0,0.74,0.75,0.39,0.74,0.76,0.44,15.78,0,205,"C. 100-200","C. 100-200",30,1.17,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,0,0,0,0,2,2.09,60.74,2.45,0,0,60.74,2.45
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",7.26,7.51,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2016-04-12,"April","2016",2016-04-30,"April","2016",18,199.15,206,202.57,6.85,208.51,-1.2,208.34,207.12,"IRIDA Active III  4,5mm ( V )","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",66,56.38,-17.06,2187,435.54,2186,450.32,0,0,0,14.77,19.89,4.41,4.47,3.32,1,2.35,0,0,0.05,0.83,0.82,0.19,0.84,0.38,0.21,16.29,0,312,"C. 100-200","D. 200-300",45,1.17,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,1,0,0,0,2,2.17,61.74,2.49,0,0,61.74,2.49
"Γαλαξίδι","Ανεμοκάμπι","006Β","1506 T10 G.BS4","Τσιπούρα",7.51,8.93,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","June",2016-04-30,"April","2016",2016-05-25,"May","2016",25,206,245.25,225.62,39.25,221.68,10.63,220.86,217.83,"IRIDA Active 4,5mm","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",110,82.72,-32.97,2186,450.32,2185,535.87,0,0,0,85.56,32.26,1.28,1.29,3.41,1,2.55,0,0,0.05,0.89,0.94,0.7,0.9,1.57,0.81,16.88,0,438,"D. 200-300","D. 200-300",75,1.12,"ΙΧΣ (GEN)","Τσιπούρα - τρέχον","Γαλαξίδι BS","Unchecked",NA,0,2,0,0,0,2,2.02,62.74,2.53,0,0,62.74,2.53
"Γαλαξίδι","Ανεμοκάμπι","515-1","1510 T20 GT7.03","Τσιπούρα",0.21,0.4,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","October",2015-10-21,"October","2015",2015-10-31,"October","2015",10,2.1,4,3.05,1.9,3.82,4.71,3.73,3.53,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",305,252.89,-20.61,2e+05,420,199740,798.96,0,0,0,378.96,325.03,0.8,0.8,0.94,260,0.8,11,-2263.64,0.13,5.18,5.38,6.44,5.17,0.19,1.28,21.59,0,240,"A. <50","A. <50",305,2.17,"γ","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,1,0.8,260,0.13,0,0,260,0.13
"Γαλαξίδι","Ανεμοκάμπι","515-1","1510 T20 GT7.03","Τσιπούρα",0.4,0.75,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","October",2015-10-31,"October","2015",2015-11-30,"November","2015",30,4,10,7,6,10.9,-8.26,10.63,9.18,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1235,934.66,-32.13,199740,798.96,149700,1497,0,301.5,0,999.54,1093.85,1.24,1.24,1.13,40,0.73,31,-29.03,0.02,2.59,2.59,3.05,3.77,0.2,0.95,19.24,0,598,"A. <50","A. <50",735,2.17,"γ","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,1,0,0,2,1.13,224.88,0.15,0,0,224.88,0.15
"Γαλαξίδι","Ανεμοκάμπι","542","1505 Λ11 EMG.03","Λαβράκι",1.73,3.27,"EMG - Ecloserie Marine de Gravelines",NA,"2015","May",2015-08-31,"August","2015",2015-09-30,"September","2015",30,27,51,39,24,52.48,-2.82,50.92,55.2,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3475,3858.25,9.93,128398,3466.75,128183,6537.33,0,0,0,3070.59,3060.33,1.13,1.13,1.14,315,135.26,31,-916.13,0.25,2.39,2.39,2.12,2.39,0.8,0.9,25.31,0,786,"A. <50","B. 50-100",3475,1.61,"Μ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.18,11653.82,8.33,0,0,11653.82,8.33
"Γαλαξίδι","Ανεμοκάμπι","542","1505 Λ11 EMG.03","Λαβράκι",3.27,5.06,"EMG - Ecloserie Marine de Gravelines",NA,"2015","May",2015-09-30,"September","2015",2015-10-31,"October","2015",31,51,79,65,28,80.4,-1.74,80.43,84,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",4800,5442.9,11.81,128183,6537.33,128013,10113.03,0,0,0,3575.69,3758.75,1.34,1.34,1.28,170,145.21,32,-431.25,0.13,1.89,1.87,1.41,1.89,0.9,0.8,22.75,0,728,"B. 50-100","B. 50-100",4100,1.24,"Μ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.24,11823.82,8.46,0,0,11823.82,8.46
"Γαλαξίδι","Ανεμοκάμπι","542","1505 Λ11 EMG.03","Λαβράκι",5.06,6.4,"EMG - Ecloserie Marine de Gravelines",NA,"2015","May",2015-10-31,"October","2015",2015-11-30,"November","2015",30,79,100,89.5,21,102.56,-2.5,101.41,102.89,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",5275,5341.97,1.25,128013,10113.03,127978,12797.8,0,0,0,2684.77,2865.22,1.96,1.96,1.84,35,148.05,26,-34.62,0.03,1.54,1.53,0.79,1.55,0.7,0.59,19.24,0,598,"B. 50-100","C. 100-200",5275,1.24,"Μ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.38,11858.82,8.48,0,0,11858.82,8.48
"Γαλαξίδι","Ανεμοκάμπι","542","1505 Λ11 EMG.03","Λαβράκι",6.4,7.97,"EMG - Ecloserie Marine de Gravelines",NA,"2015","May",2015-11-30,"November","2015",2015-12-15,"December","2015",15,100,124.6,112.3,24.6,109.81,13.47,108.56,108.41,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2750,2352.27,-16.91,127978,12797.8,127953,15942.94,0,0,0,3145.14,1092.78,0.87,0.87,2.52,25,150.58,0,0,0.02,1.28,1.37,1.47,1.28,1.64,1.26,17.5,0,280,"C. 100-200","C. 100-200",2750,1.24,"Μ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.26,11883.82,8.5,0,0,11883.82,8.5
